x,V,Evac,Ec,Ev,phin,phip,n,p,ND,NA,anion,cation,ntb,nti,mun,mup,G_ehp,Gfree,Rdir,BulkSRHn,BulkSRHp,IntSRHn,IntSRHp,Jn,Jp,Jint,lid,Vext,left_L,left_eps_r,left_E_c,left_E_v,left_N_c,left_mu_n,left_mu_p,left_N_t_int,left_C_n_int,left_C_p_int,left_E_t_int,right_L,right_eps_r,right_E_c,right_E_v,right_N_c,right_mu_n,right_mu_p,right_N_t_int,right_C_n_int,right_C_p_int,right_E_t_int
5.24966e-07,-0.184346,0.369346,-1.83065,-4.83065,-3.87602,-4.83,1.14233e-09,9.74787e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.11353,0,0,0.427379,1.03715e+27,1.10881,-194.612,-193.503,3,0.78,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.18,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-192.048,1.89933e-12,-192.048,1,0.79,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0349385,0.214939,-3.68506,-5.31506,-4.04707,-5.00915,1.43855e+18,1.30701e+19,0,0,7.49346e+21,2.17305e+19,9.91513e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.8802e+20,6.47958e+25,6.47958e+25,7.58564e+23,8.1379e+27,-191.941,-0.106818,-192.048,2,0.79,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.179379,0.359379,-1.84062,-4.84062,-3.88328,-4.84,1.2704e-09,9.76036e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.23996,0,0,0.475295,1.15337e+27,1.10912,-193.157,-192.048,3,0.79,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.175,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-190.511,1.51322e-12,-190.511,1,0.8,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.038226,0.213226,-3.68677,-5.31677,-4.04726,-5.01329,1.52735e+18,1.43812e+19,0,0,7.02975e+21,2.80877e+19,9.60084e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.19652e+20,6.90357e+25,6.90357e+25,8.2986e+23,8.95402e+27,-190.421,-0.0899431,-190.511,2,0.8,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.174412,0.349412,-1.85059,-4.85059,-3.89043,-4.85,1.4195e-09,9.7732e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.38731,0,0,0.531079,1.28867e+27,1.10947,-191.621,-190.511,3,0.8,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.17,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-188.892,9.68711e-13,-188.892,1,0.81,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0414915,0.211492,-3.68851,-5.31851,-4.04745,-5.01757,1.62361e+18,1.58944e+19,0,0,6.56697e+21,3.61138e+19,9.26819e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.58063e+20,7.36563e+25,7.36563e+25,9.12205e+23,9.8959e+27,-188.821,-0.0704726,-188.892,2,0.81,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.169446,0.339446,-1.86055,-4.86055,-3.89745,-4.86,1.59362e-09,9.78639e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.55958,0,0,0.596221,1.44666e+27,1.10986,-190.002,-188.892,3,0.81,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.165,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-187.187,2.23186e-13,-187.187,1,0.82,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
