x,V,Evac,Ec,Ev,phin,phip,n,p,ND,NA,anion,cation,ntb,nti,mun,mup,G_ehp,Gfree,Rdir,BulkSRHn,BulkSRHp,IntSRHn,IntSRHp,Jn,Jp,Jint,lid,Vext,left_L,left_eps_r,left_E_c,left_E_v,left_N_c,left_mu_n,left_mu_p,left_N_t_int,left_C_n_int,left_C_p_int,left_E_t_int,right_L,right_eps_r,right_E_c,right_E_v,right_N_c,right_mu_n,right_mu_p,right_N_t_int,right_C_n_int,right_C_p_int,right_E_t_int
0,0.35,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-214.337,5.9535e-13,-214.337,1,0.45,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0831884,0.266812,-3.63319,-5.26319,-4.03286,-4.91319,3.26967e+17,2.30729e+18,0,0,2.10026e+22,8.12543e+14,1.24121e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,7.54406e+18,1.43192e+25,1.43192e+25,2.12572e+23,1.43632e+27,-214.091,-0.245714,-214.337,2,0.45,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.3485,0.6985,-1.5015,-4.5015,-3.5947,-4.50001,1.73999e-10,9.42897e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.164063,0,0,0.0650983,1.58198e+26,1.10837,-215.445,-214.337,3,0.45,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.34,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-213.841,6.72899e-13,-213.841,1,0.47,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0761997,0.2638,-3.6362,-5.2662,-4.03429,-4.91777,3.48042e+17,2.45457e+18,0,0,2.02893e+22,1.52415e+15,1.24185e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,8.54293e+18,1.5241e+25,1.5241e+25,2.15908e+23,1.52807e+27,-213.597,-0.243808,-213.841,2,0.47,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.338546,0.678546,-1.52145,-4.52145,-3.6129,-4.52001,1.86437e-10,9.44618e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.176112,0,0,0.0697516,1.69493e+26,1.10827,-214.949,-213.841,3,0.47,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.33,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-213.301,7.64381e-13,-213.301,1,0.49,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0691995,0.260801,-3.6392,-5.2692,-4.03562,-4.9224,3.71645e+17,2.61762e+18,0,0,1.95723e+22,2.85667e+15,1.24327e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,9.72824e+18,1.6272e+25,1.6272e+25,2.2045e+23,1.62965e+27,-213.059,-0.241697,-213.301,2,0.49,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.328593,0.658593,-1.54141,-4.54141,-3.63103,-4.54001,2.00319e-10,9.46351e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.189572,0,0,0.0749454,1.821e+26,1.10816,-214.409,-213.301,3,0.49,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.32,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-212.71,8.5949e-13,-212.71,1,0.51,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.062189,0.257811,-3.64219,-5.27219,-4.03686,-4.9271,3.98079e+17,2.7993e+18,0,0,1.8848e+22,5.34823e+15,1.24502e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.11434e+19,1.74259e+25,1.74259e+25,2.26348e+23,1.74283e+27,-212.471,-0.239345,-212.71,2,0.51,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.31864,0.63864,-1.56136,-4.56136,-3.64908,-4.56001,2.15899e-10,9.48097e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.204693,0,0,0.0807742,1.96248e+26,1.10806,-213.819,-212.71,3,0.51,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.31,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-212.062,9.65187e-13,-212.062,1,0.53,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0551693,0.254831,-3.64517,-5.27517,-4.03802,-4.93186,4.27684e+17,3.00259e+18,0,0,1.81178e+22,9.99641e+15,1.24679e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.28416e+19,1.8718e+25,1.8718e+25,2.33742e+23,1.86946e+27,-211.825,-0.236713,-212.062,2,0.53,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.308687,0.618687,-1.58131,-4.58131,-3.66704,-4.58001,2.3349e-10,9.49857e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.221782,0,0,0.0873556,2.12221e+26,1.10796,-213.17,-212.062,3,0.53,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.3,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-211.348,1.07894e-12,-211.348,1,0.55,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.048142,0.251858,-3.64814,-5.27814,-4.03909,-4.9367,4.60856e+17,3.23138e+18,0,0,1.73809e+22,1.86481e+16,1.24818e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.4892e+19,2.01666e+25,2.01667e+25,2.42827e+23,2.01198e+27,-211.114,-0.233752,-211.348,2,0.55,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.298734,0.598734,-1.60127,-4.60127,-3.6849,-4.60001,2.5349e-10,9.51633e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.241229,0,0,0.0948382,2.30382e+26,1.10785,-212.456,-211.348,3,0.55,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.29,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-210.558,1.20842e-12,-210.558,1,0.57,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0411094,0.248891,-3.65111,-5.28111,-4.04009,-4.94163,4.98029e+17,3.49055e+18,0,0,1.66363e+22,3.4707e+16,1.24864e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.73839e+19,2.17922e+25,2.17922e+25,2.5386e+23,2.1734e+27,-210.328,-0.230398,-210.558,2,0.57,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.288782,0.578782,-1.62122,-4.62122,-3.70265,-4.62001,2.76406e-10,9.53427e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.263533,0,0,0.103412,2.5119e+26,1.10775,-211.666,-210.558,3,0.57,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.28,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-209.681,1.3497e-12,-209.681,1,0.59,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0340744,0.245926,-3.65407,-5.28407,-4.04101,-4.94666,5.39731e+17,3.78632e+18,0,0,1.5883e+22,6.44226e+16,1.24763e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.04359e+19,2.36196e+25,2.36196e+25,2.67164e+23,2.35762e+27,-209.454,-0.226571,-209.681,2,0.59,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.278831,0.558831,-1.64117,-4.64117,-3.72028,-4.64001,3.02898e-10,9.55242e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.289341,0,0,0.113323,2.75242e+26,1.10766,-210.788,-209.681,3,0.59,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.27,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-208.703,1.50381e-12,-208.703,1,0.61,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0270408,0.242959,-3.65704,-5.28704,-4.04186,-4.95182,5.86573e+17,4.12667e+18,0,0,1.51194e+22,1.19186e+17,1.24452e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.42059e+19,2.56786e+25,2.56786e+25,2.83164e+23,2.5696e+27,-208.481,-0.222168,-208.703,2,0.61,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.26888,0.53888,-1.66112,-4.66112,-3.73776,-4.66001,3.3383e-10,9.57082e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.319502,0,0,0.124896,3.03326e+26,1.10758,-209.811,-208.703,3,0.61,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.26,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-207.609,1.66308e-12,-207.609,1,0.63,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0200133,0.239987,-3.66001,-5.29001,-4.04264,-4.95712,6.39291e+17,4.52205e+18,0,0,1.43439e+22,2.19633e+17,1.23861e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.8909e+19,2.80054e+25,2.80054e+25,3.02419e+23,2.81583e+27,-207.392,-0.217055,-207.609,2,0.63,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.258929,0.518929,-1.68107,-4.68107,-3.75507,-4.68001,3.7036e-10,9.58951e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.355157,0,0,0.138563,3.36491e+26,1.10752,-208.716,-207.609,3,0.63,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.25,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-206.38,1.8386e-12,-206.38,1,0.65,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.0129981,0.237002,-3.663,-5.293,-4.04337,-4.96259,6.98746e+17,4.98629e+18,0,0,1.35546e+22,4.028e+17,1.2291e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.48415e+19,3.06432e+25,3.06432e+25,3.25678e+23,3.10495e+27,-206.169,-0.211053,-206.38,2,0.65,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.24898,0.49898,-1.70102,-4.70102,-3.77218,-4.70001,4.14055e-10,9.60855e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.397846,0,0,0.15491,3.76159e+26,1.10748,-207.487,-206.38,3,0.65,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.24,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-204.995,2.01974e-12,-204.995,1,0.67,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,0.00600285,0.233997,-3.666,-5.296,-4.04404,-4.96826,7.66029e+17,5.53803e+18,0,0,1.27493e+22,7.34421e+17,1.21514e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.24229e+19,3.36473e+25,3.36473e+25,3.5395e+23,3.44854e+27,-204.791,-0.203923,-204.995,2,0.67,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.239031,0.479031,-1.72097,-4.72097,-3.78907,-4.72001,4.67066e-10,9.62801e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.449692,0,0,0.174743,4.24283e+26,1.10747,-206.103,-204.995,3,0.67,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.23,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-203.432,2.19849e-12,-203.432,1,0.69,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.000963156,0.230963,-3.66904,-5.29904,-4.04465,-4.97417,8.42481e+17,6.20266e+18,0,0,1.19257e+22,1.32953e+18,1.19583e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,5.22562e+19,3.70867e+25,3.70867e+25,3.88615e+23,3.86241e+27,-203.236,-0.195339,-203.432,2,0.69,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.229084,0.459084,-1.74092,-4.74092,-3.80569,-4.74001,5.32387e-10,9.64799e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.513647,0,0,0.199182,4.83579e+26,1.10751,-204.539,-203.432,3,0.69,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.22,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-201.665,2.34565e-12,-201.665,1,0.71,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.00788892,0.227889,-3.67211,-5.30211,-4.04522,-4.98038,9.29801e+17,7.01526e+18,0,0,1.10814e+22,2.38591e+18,1.17029e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,6.52279e+19,4.10494e+25,4.10494e+25,4.31583e+23,4.36839e+27,-201.48,-0.184849,-201.665,2,0.71,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.219138,0.439138,-1.76086,-4.76086,-3.822,-4.76001,6.14224e-10,9.66861e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.593869,0,0,0.2298,5.57863e+26,1.10762,-202.772,-201.665,3,0.71,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.21,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-199.667,2.46356e-12,-199.667,1,0.73,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0147615,0.224762,-3.67524,-5.30524,-4.04574,-4.98692,1.03008e+18,8.02465e+18,0,0,1.02148e+22,4.23615e+18,1.13762e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,8.26606e+19,4.5645e+25,4.5645e+25,4.85513e+23,4.99688e+27,-199.495,-0.171826,-199.667,2,0.73,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.209194,0.419194,-1.78081,-4.78081,-3.83796,-4.78,7.18525e-10,9.68999e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.69625,0,0,0.268822,6.52533e+26,1.10781,-200.775,-199.667,3,0.73,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.2,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-197.414,2.49373e-12,-197.414,1,0.75,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0215681,0.221568,-3.67843,-5.30843,-4.04623,-4.99386,1.14601e+18,9.29934e+18,0,0,9.32585e+21,7.42486e+18,1.09715e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.06571e+20,5.10136e+25,5.10136e+25,5.54132e+23,5.79051e+27,-197.259,-0.15539,-197.414,2,0.75,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.199253,0.399253,-1.80075,-4.80075,-3.85351,-4.8,8.53754e-10,9.7123e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,0.829192,0,0,0.319415,7.75268e+26,1.10811,-198.522,-197.414,3,0.75,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.19,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-194.882,2.35943e-12,-194.882,1,0.77,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0282965,0.218296,-3.6817,-5.3117,-4.04667,-5.00126,1.28085e+18,1.09358e+19,0,0,8.4167e+21,1.28158e+19,1.04844e+20,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.40071e+20,5.73278e+25,5.73278e+25,6.42685e+23,6.8093e+27,-194.747,-0.134303,-194.882,2,0.77,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.189314,0.379314,-1.82069,-4.82069,-3.86863,-4.82,1.03197e-09,9.7357e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.0047,0,0,0.386092,9.3701e+26,1.10854,-195.99,-194.882,3,0.77,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.18,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-192.048,1.89934e-12,-192.048,1,0.79,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0349385,0.214939,-3.68506,-5.31506,-4.04707,-5.00915,1.43855e+18,1.30701e+19,0,0,7.49346e+21,2.17305e+19,9.91513e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.8802e+20,6.47958e+25,6.47958e+25,7.58564e+23,8.1379e+27,-191.941,-0.106818,-192.048,2,0.79,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.179379,0.359379,-1.84062,-4.84062,-3.88328,-4.84,1.2704e-09,9.76036e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.23996,0,0,0.475295,1.15337e+27,1.10912,-193.157,-192.048,3,0.79,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.17,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-188.892,9.68725e-13,-188.892,1,0.81,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0414915,0.211492,-3.68851,-5.31851,-4.04745,-5.01757,1.62361e+18,1.58944e+19,0,0,6.56697e+21,3.61138e+19,9.26819e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.58063e+20,7.36563e+25,7.36563e+25,9.12205e+23,9.8959e+27,-188.821,-0.0704726,-188.892,2,0.81,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.169446,0.339446,-1.86055,-4.86055,-3.89745,-4.86,1.59362e-09,9.78639e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.55958,0,0,0.596221,1.44666e+27,1.10986,-190.002,-188.892,3,0.81,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.16,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-185.392,-7.73504e-13,-185.392,1,0.83,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0479619,0.207962,-3.69204,-5.32204,-4.04778,-5.02653,1.841e+18,1.96816e+19,0,0,5.65291e+21,5.87199e+19,8.5538e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.62339e+20,8.41763e+25,8.41763e+25,1.11841e+24,1.22529e+28,-185.371,-0.0217704,-185.392,2,0.83,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.159518,0.319518,-1.88048,-4.88048,-3.91114,-4.88,2.03692e-09,9.81386e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.999,0,0,0.762071,1.84886e+27,1.11073,-186.503,-185.392,3,0.83,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
